Year,Commodity Code,Crop Name,County Code,County,Harvested Acres,Yield,Production,Price P/U,Unit,Value
2014,268099,ALMOND HULLS,7,Butte,,,42000.0,120.0,Tons,5040000
2014,268099,ALMOND HULLS,11,Colusa,,,51800.0,135.02,Tons,6994000
2014,268099,ALMOND HULLS,19,Fresno,,,326000.0,163.0,Tons,53138000
2014,268099,ALMOND HULLS,21,Glenn,,,38500.0,119.92,Tons,4617000
2014,268099,ALMOND HULLS,29,Kern,,,543000.0,127.14,Tons,69037000
2014,268099,ALMOND HULLS,31,Kings,,,43100.0,150.05,Tons,6467000
2014,268099,ALMOND HULLS,39,Madera,,,195000.0,145.22,Tons,28318000
2014,268099,ALMOND HULLS,47,Merced,,,205000.0,150.8,Tons,30915000
2014,268099,ALMOND HULLS,77,San Joaquin,,,136000.0,145.0,Tons,19720000
2014,268099,ALMOND HULLS,99,Stanislaus,,,346000.0,150.0,Tons,51900000
2014,268099,ALMOND HULLS,101,Sutter,,,6790.0,127.84,Tons,868000
2014,268099,ALMOND HULLS,107,Tulare,,,97500.0,152.0,Tons,14820000
2014,268099,ALMOND HULLS,113,Yolo,,,23900.0,146.82,Tons,3509000
2014,268099,ALMOND HULLS,115,Yuba,,,847.0,127.51,Tons,108000
2014,268099,ALMOND HULLS,991,Sum of Others,,,119500.0,38.27,Tons,4573000
2014,268099,ALMOND HULLS,999,State Total,,,2174937.0,137.95,,300024000
2014,261999,ALMONDS ALL,7,Butte,39200.0,0.91,35700.0,6751.71,Tons,241036000
2014,261999,ALMONDS ALL,11,Colusa,51800.0,0.8,41400.0,6742.68,Tons,279147000
2014,261999,ALMONDS ALL,19,Fresno,171000.0,1.08,184000.0,6792.0,Tons,1249728000
2014,261999,ALMONDS ALL,21,Glenn,40200.0,0.77,30900.0,6176.41,Tons,190851000
2014,261999,ALMONDS ALL,29,Kern,199000.0,1.01,201000.0,7124.87,Tons,1432099000
2014,261999,ALMONDS ALL,31,Kings,19400.0,1.11,21600.0,7136.11,Tons,154140000
2014,261999,ALMONDS ALL,39,Madera,106000.0,0.94,99600.0,7457.99,Tons,742816000
2014,261999,ALMONDS ALL,47,Merced,99900.0,0.99,98600.0,8019.82,Tons,790754000
2014,261999,ALMONDS ALL,77,San Joaquin,59200.0,1.15,68100.0,8500.0,Tons,578850000
2014,261999,ALMONDS ALL,95,Solano,3430.0,0.7,2410.0,5873.86,Tons,14156000
2014,261999,ALMONDS ALL,99,Stanislaus,164000.0,1.05,173000.0,7800.0,Tons,1349400000
2014,261999,ALMONDS ALL,101,Sutter,7440.0,0.73,5430.0,5719.89,Tons,31059000
2014,261999,ALMONDS ALL,103,Tehama,10700.0,0.78,8380.0,5753.7,Tons,48216000
2014,261999,ALMONDS ALL,107,Tulare,46400.0,1.05,48700.0,8050.0,Tons,392035000
2014,261999,ALMONDS ALL,113,Yolo,19900.0,1.0,19900.0,5397.44,Tons,107409000
2014,261999,ALMONDS ALL,115,Yuba,847.0,0.8,678.0,7294.99,Tons,4946000
