Year,Commodity Code,Crop Name,County Code,County,Harvested Acres,Yield,Production,Price Per Unit,Unit,Value
1982,181999,HAY ALFALFA,13,Contra Costa,2210.0,6.15,13600.0,94.0,TONS ,1272000.0
1983,181999,HAY ALFALFA,13,Contra Costa,2000.0,5.77,11540.0,104.0,TONS ,1200000.0
1984,181999,HAY ALFALFA,13,Contra Costa,1470.0,7.48,11000.0,84.0,TONS ,928000.0
1985,181999,HAY ALFALFA,13,Contra Costa,1690.0,6.69,11300.0,87.0,TONS ,985000.0
1986,181999,HAY ALFALFA,13,Contra Costa,2170.0,9.68,21000.0,75.0,TON ,1567000.0
1987,181999,HAY ALFALFA,13,Contra Costa,2170.0,7.0,15200.0,82.0,TONS ,1242000.0
1988,181999,HAY ALFALFA,13,Contra Costa,2460.0,7.72,19000.0,93.0,TON ,1771000.0
1989,181999,HAY ALFALFA,13,Contra Costa,2690.0,6.69,18000.0,102.0,TONS ,1840000.0
1990,181999,HAY ALFALFA,13,Contra Costa,2795.0,6.98,19500.0,108.0,TONS ,2110000.0
1991,181999,HAY ALFALFA,13,Contra Costa,2871.0,6.58,18900.0,88.0,TONS ,1655000.0
1992,181999,HAY ALFALFA,13,Contra Costa,3260.0,6.23,20300.0,78.0,TONS ,1592000.0
1993,181999,HAY ALFALFA,13,Contra Costa,3060.0,6.21,19000.0,99.0,TON ,1887000.0
1994,181999,HAY ALFALFA,13,Contra Costa,3200.0,6.47,20700.0,114.0,TONS ,2352000.0
1995,181999,HAY ALFALFA,13,Contra Costa,3080.0,5.26,16200.0,116.0,TONS ,1887000.0
1996,181999,HAY ALFALFA,13,Contra Costa,3320.0,6.05,20100.0,118.0,TONS ,2372000.0
1997,181999,HAY ALFALFA,13,Contra Costa,4530.0,7.0,31700.0,124.0,TONS ,3933000.0
1998,181999,HAY ALFALFA,13,Contra Costa,4090.0,5.67,23200.0,101.0,TONS ,2350000.0
1999,181999,HAY ALFALFA,13,Contra Costa,3500.0,6.4,22400.0,89.0,TON ,1992000.0
2000,181999,HAY ALFALFA,13,Contra Costa,3290.0,5.62,18500.0,89.0,TON ,1650000.0
2001,181999,HAY ALFALFA,13,Contra Costa,3610.0,5.76,20800.0,117.0,TONS ,2441000.0
2002,181999,HAY ALFALFA,13,Contra Costa,3610.0,5.35,19300.0,105.0,TON ,2036000.0
2003,181999,HAY ALFALFA,13,Contra Costa,3950.0,5.59,22100.0,94.12,TON ,2080000.0
2004,181999,HAY ALFALFA,13,Contra Costa,3490.0,5.59,19500.0,107.03,TON ,2087000.0
2005,181999,HAY ALFALFA,13,Contra Costa,3280.0,5.49,18000.0,125.0,TONS ,2250000.0
2006,181999,HAY ALFALFA,13,Contra Costa,3310.0,4.74,15700.0,121.02,TONS ,1900000.0
2007,181999,HAY ALFALFA,13,Contra Costa,3840.0,5.91,22700.0,158.02,TONS ,3587000.0
2008,181999,HAY ALFALFA,13,Contra Costa,3590.0,5.71,20500.0,184.0,TONS ,3772000.0
2009,181999,HAY ALFALFA,13,Contra Costa,3400.0,5.59,19000.0,109.0,Tons ,2071000.0
2010,181999,HAY ALFALFA,13,Contra Costa,3240.0,4.97,16100.0,128.01,Tons ,2061000.0
2011,181999,HAY ALFALFA,13,Contra Costa,3220.0,5.09,16400.0,214.02,Tons ,3510000.0
2012,181999,HAY ALFALFA,13,Contra Costa,3510.0,5.24,18400.0,205.0,Tons ,3772000.0
2013,181999,HAY ALFALFA,13,Contra Costa,3350.0,4.99,16700.0,207.01,tons,3457000.0
2014,181999,HAY ALFALFA,13,Contra Costa,3390.0,5.13,17400.0,248.28,Tons,4320000.0
2015,181999,HAY ALFALFA,13,Contra Costa,2950.0,5.12,15100.0,218.41,Tons,3298000.0
2016,181999,HAY ALFALFA,13,Contra Costa,1910.0,4.16,7940.0,155.67,Tons,1236000.0
2017,181999,HAY ALFALFA,13,Contra Costa,1770.0,3.76,6650.0,167.52,Tons ,1114000.0
2018,181999,HAY ALFALFA,13,Contra Costa,1940.0,4.41,8560.0,196.73,Tons ,1684000.0
2019,181999,HAY ALFALFA,13,Contra Costa,3640.0,3.87,14100.0,183.97,Tons ,2594000.0
2020,181999,HAY ALFALFA,13,Contra Costa,2110.0,4.83,10200.0,189.71,Tons ,1935000.0
1980,181999,HAY ALFALFA,19,Fresno,85000.0,7.24,615000.0,97.0,TONS ,59655000.0
1981,181999,HAY ALFALFA,19,Fresno,85000.0,7.18,610000.0,79.0,TONS ,48190000.0
1982,181999,HAY ALFALFA,19,Fresno,85000.0,7.69,654000.0,89.0,TONS ,58206000.0
1983,181999,HAY ALFALFA,19,Fresno,85000.0,8.0,680000.0,97.0,TONS ,65620000.0
1984,181999,HAY ALFALFA,19,Fresno,80000.0,9.0,720000.0,85.0,TONS ,61200000.0
1985,181999,HAY ALFALFA,19,Fresno,75000.0,8.8,660000.0,78.0,TONS ,51282000.0
1986,181999,HAY ALFALFA,19,Fresno,80000.0,8.8,704000.0,83.0,TON ,58432000.0
1987,181999,HAY ALFALFA,19,Fresno,80000.0,8.8,704000.0,87.0,TONS ,61248000.0
1988,181999,HAY ALFALFA,19,Fresno,80000.0,9.0,720000.0,90.0,TON ,64800000.0
1989,181999,HAY ALFALFA,19,Fresno,77000.0,8.9,685000.0,88.0,TONS ,60280000.0
1990,181999,HAY ALFALFA,19,Fresno,79300.0,9.0,714000.0,103.0,TONS ,73542000.0
1991,181999,HAY ALFALFA,19,Fresno,73000.0,7.4,540000.0,80.0,TONS ,43200000.0
1992,181999,HAY ALFALFA,19,Fresno,73000.0,7.7,562000.0,81.0,TONS ,45522000.0
1993,181999,HAY ALFALFA,19,Fresno,66000.0,8.61,568000.0,118.0,TONS ,67024000.0
1994,181999,HAY ALFALFA,19,Fresno,68000.0,9.12,620000.0,115.0,TONS ,71300000.0
1995,181999,HAY ALFALFA,19,Fresno,69000.0,7.71,532000.0,113.0,TONS ,60116000.0
1996,181999,HAY ALFALFA,19,Fresno,64900.0,7.4,480000.0,115.0,TONS ,55200000.0
1997,181999,HAY ALFALFA,19,Fresno,65300.0,8.15,532000.0,129.0,TONS ,68628000.0
1998,181999,HAY ALFALFA,19,Fresno,76300.0,7.04,537000.0,109.0,TONS ,58533000.0
1999,181999,HAY ALFALFA,19,Fresno,81500.0,7.6,619000.0,90.0,TON ,55710000.0
2000,181999,HAY ALFALFA,19,Fresno,71400.0,7.56,540000.0,98.0,TON ,52920000.0
2001,181999,HAY ALFALFA,19,Fresno,67400.0,7.63,514000.0,121.0,TONS ,62194000.0
2002,181999,HAY ALFALFA,19,Fresno,76300.0,8.23,628000.0,115.0,TON ,72220000.0
2003,181999,HAY ALFALFA,19,Fresno,78400.0,7.84,615000.0,105.0,TON ,64575000.0
2004,181999,HAY ALFALFA,19,Fresno,75000.0,8.11,608000.0,118.0,TON ,71744000.0
2005,181999,HAY ALFALFA,19,Fresno,82900.0,7.93,657000.0,131.0,TONS ,86067000.0
2006,181999,HAY ALFALFA,19,Fresno,83700.0,8.92,747000.0,123.0,TONS ,91881000.0
2007,181999,HAY ALFALFA,19,Fresno,78000.0,7.21,562000.0,166.0,TON ,93292000.0
2008,181999,HAY ALFALFA,19,Fresno,89600.0,7.67,687000.0,202.0,TONS ,138774000.0
2009,181999,HAY ALFALFA,19,Fresno,87100.0,7.47,651000.0,124.0,Tons ,80724000.0
2010,181999,HAY ALFALFA,19,Fresno,68100.0,8.0,545000.0,138.0,Tons ,75210000.0
2011,181999,HAY ALFALFA,19,Fresno,62700.0,7.11,446000.0,231.0,Tons ,103026000.0
2012,181999,HAY ALFALFA,19,Fresno,72200.0,7.41,535000.0,207.0,Tons ,110745000.0
2013,181999,HAY ALFALFA,19,Fresno,53800.0,7.79,419000.0,232.0,tons,97208000.0
2014,181999,HAY ALFALFA,19,Fresno,52200.0,6.48,338000.0,238.0,Tons,80444000.0
2015,181999,HAY ALFALFA,19,Fresno,43500.0,6.76,294000.0,201.0,Tons,59094000.0
2016,181999,HAY ALFALFA,19,Fresno,36300.0,7.58,275000.0,167.0,Tons,45925000.0
2017,181999,HAY ALFALFA,19,Fresno,32600.0,6.13,200000.0,191.0,Tons ,38200000.0
2018,181999,HAY ALFALFA,19,Fresno,32100.0,7.32,235000.0,225.0,Tons ,52875000.0
2019,181999,HAY ALFALFA,19,Fresno,27100.0,6.31,171000.0,186.0,Tons ,31806000.0
2020,181999,HAY ALFALFA,19,Fresno,40100.0,6.86,275000.0,209.0,Tons ,57475000.0
1980,181999,HAY ALFALFA,21,Glenn,19360.0,6.75,130680.0,105.0,TONS ,13721000.0
1981,181999,HAY ALFALFA,21,Glenn,15000.0,7.0,105000.0,75.0,TONS ,7875000.0
1982,181999,HAY ALFALFA,21,Glenn,16500.0,7.0,115500.0,90.0,TONS ,10395000.0
1983,181999,HAY ALFALFA,21,Glenn,16500.0,4.9,80850.0,100.0,TONS ,8085000.0
1984,181999,HAY ALFALFA,21,Glenn,16500.0,6.9,113850.0,85.0,TONS ,9677000.0
1985,181999,HAY ALFALFA,21,Glenn,16500.0,7.0,115500.0,83.0,TONS ,9587000.0
1986,181999,HAY ALFALFA,21,Glenn,18150.0,6.8,123420.0,75.0,TON ,9257000.0
1987,181999,HAY ALFALFA,21,Glenn,18150.0,6.5,117975.0,75.0,TONS ,8848000.0
1988,181999,HAY ALFALFA,21,Glenn,19000.0,6.5,123500.0,85.0,TON ,10498000.0
1989,181999,HAY ALFALFA,21,Glenn,18150.0,6.5,117975.0,90.0,TONS ,10618000.0
1990,181999,HAY ALFALFA,21,Glenn,17095.0,6.5,111118.0,110.0,TONS ,12223000.0
1991,181999,HAY ALFALFA,21,Glenn,20327.0,7.0,142289.0,85.0,TONS ,12095000.0
1992,181999,HAY ALFALFA,21,Glenn,19323.0,7.0,135261.0,75.0,TONS ,10145000.0
1993,181999,HAY ALFALFA,21,Glenn,17585.0,7.0,123095.0,100.0,TONS ,12310000.0
1994,181999,HAY ALFALFA,21,Glenn,19275.0,7.93,152815.0,82.0,TONS ,12465000.0
1995,181999,HAY ALFALFA,21,Glenn,18158.0,6.5,118027.0,100.0,TONS ,11815000.0
1996,181999,HAY ALFALFA,21,Glenn,15861.0,6.61,104841.0,97.0,TONS ,10170000.0
1997,181999,HAY ALFALFA,21,Glenn,16414.0,7.1,116539.0,125.0,TONS ,14567000.0
1998,181999,HAY ALFALFA,21,Glenn,16959.0,4.2,71228.0,90.0,TONS ,6411000.0
1999,181999,HAY ALFALFA,21,Glenn,14236.0,7.0,99652.0,80.0,TON ,7972000.0
2000,181999,HAY ALFALFA,21,Glenn,15067.0,6.5,97936.0,85.0,TON ,8325000.0
2001,181999,HAY ALFALFA,21,Glenn,15964.0,7.63,121805.0,105.0,TONS ,12790000.0
2002,181999,HAY ALFALFA,21,Glenn,19184.0,7.5,143880.0,93.0,TON ,13309000.0
2003,181999,HAY ALFALFA,21,Glenn,19280.0,7.3,140744.0,83.0,TON ,11682000.0
2004,181999,HAY ALFALFA,21,Glenn,15247.0,7.6,115877.0,98.0,TONS ,11356000.0
2005,181999,HAY ALFALFA,21,Glenn,10506.0,6.6,69340.0,115.0,TONS ,7974000.0
2006,181999,HAY ALFALFA,21,Glenn,16345.0,5.98,97743.0,123.0,TONS ,12022000.0
2007,181999,HAY ALFALFA,21,Glenn,16008.0,7.29,116698.0,135.0,TONS ,15754000.0
2008,181999,HAY ALFALFA,21,Glenn,16068.0,6.75,108459.0,186.0,TONS ,20173000.0
2009,181999,HAY ALFALFA,21,Glenn,17736.0,7.18,127344.0,103.0,Tons ,13116000.0
2010,181999,HAY ALFALFA,21,Glenn,15100.0,6.42,97000.0,100.02,Tons ,9702000.0
2011,181999,HAY ALFALFA,21,Glenn,11000.0,6.26,68900.0,202.06,Tons ,13922000.0
2012,181999,HAY ALFALFA,21,Glenn,12800.0,6.1,78100.0,196.95,Tons ,15382000.0
2013,181999,HAY ALFALFA,21,Glenn,12800.0,6.7,85800.0,215.1,tons,18456000.0
2014,181999,HAY ALFALFA,21,Glenn,10500.0,5.72,60100.0,244.91,Tons,14719000.0
2015,181999,HAY ALFALFA,21,Glenn,12200.0,6.42,78300.0,238.99,Tons,18713000.0
2016,181999,HAY ALFALFA,21,Glenn,11200.0,6.74,75500.0,132.95,Tons,10038000.0
2017,181999,HAY ALFALFA,21,Glenn,11000.0,5.65,62200.0,163.01,Tons ,10139000.0
2018,181999,HAY ALFALFA,21,Glenn,10400.0,6.24,64900.0,189.04,Tons ,12269000.0
2019,181999,HAY ALFALFA,21,Glenn,10300.0,6.49,66800.0,182.13,Tons ,12166000.0
2020,181999,HAY ALFALFA,21,Glenn,8520.0,6.57,56000.0,181.98,Tons ,10191000.0
1980,181999,HAY ALFALFA,23,Humboldt,407.0,4.06,1652.0,72.0,TONS ,119704.0
1981,181999,HAY ALFALFA,23,Humboldt,372.0,3.64,1354.0,78.0,TONS ,105430.0
1982,181999,HAY ALFALFA,23,Humboldt,330.0,3.83,1265.0,82.0,TONS ,103300.0
1983,181999,HAY ALFALFA,23,Humboldt,248.0,3.26,809.0,90.0,TONS ,73000.0
1984,181999,HAY ALFALFA,23,Humboldt,256.0,2.98,763.0,79.0,TONS ,60500.0
1985,181999,HAY ALFALFA,23,Humboldt,408.0,2.84,1160.0,75.0,TONS ,87000.0
1986,181999,HAY ALFALFA,23,Humboldt,380.0,2.76,1050.0,90.0,TON ,94000.0
1987,181999,HAY ALFALFA,23,Humboldt,360.0,2.5,900.0,80.0,TONS ,72000.0
1988,181999,HAY ALFALFA,23,Humboldt,268.0,3.66,981.0,84.0,TONS ,82000.0
1989,181999,HAY ALFALFA,23,Humboldt,333.0,3.57,1189.0,85.0,TONS ,101000.0
1990,181999,HAY ALFALFA,23,Humboldt,290.0,2.9,840.0,95.0,TONS ,80000.0
1991,181999,HAY ALFALFA,23,Humboldt,126.0,4.05,510.0,65.0,TONS ,33000.0
1992,181999,HAY ALFALFA,23,Humboldt,351.0,3.7,1300.0,80.0,TONS ,104000.0
1994,181999,HAY ALFALFA,23,Humboldt,235.0,3.19,750.0,60.0,TONS ,45000.0
1995,181999,HAY ALFALFA,23,Humboldt,246.0,4.15,1021.0,80.0,TONS ,82000.0
1980,181999,HAY ALFALFA,25,Imperial,215419.0,8.32,1792365.0,90.0,TONS ,161327000.0
1981,181999,HAY ALFALFA,25,Imperial,195727.0,8.06,1576748.0,81.0,TONS ,128255000.0
1982,181999,HAY ALFALFA,25,Imperial,151748.0,8.74,1326496.0,70.0,TONS ,93233000.0
1983,181999,HAY ALFALFA,25,Imperial,163513.0,8.71,1424198.0,89.0,TONS ,127392000.0
1984,181999,HAY ALFALFA,25,Imperial,169302.0,8.75,1481392.0,83.0,TONS ,122953000.0
1985,181999,HAY ALFALFA,25,Imperial,183738.0,8.85,1626082.0,86.0,TONS ,139836000.0
1986,181999,HAY ALFALFA,25,Imperial,206904.0,8.21,1698682.0,66.0,TON ,111386000.0
1987,181999,HAY ALFALFA,25,Imperial,186627.0,8.75,1632986.0,79.0,TONS ,128425000.0
1988,181999,HAY ALFALFA,25,Imperial,189008.0,8.81,1665160.0,85.0,TONS ,141377000.0
1989,181999,HAY ALFALFA,25,Imperial,170339.0,9.78,1665915.0,100.0,TONS ,166329000.0
1990,181999,HAY ALFALFA,25,Imperial,193201.0,9.7,1874050.0,111.0,TONS ,207426000.0
1991,181999,HAY ALFALFA,25,Imperial,207031.0,8.5,1759763.0,73.0,TONS ,129090000.0
1992,181999,HAY ALFALFA,25,Imperial,190262.0,7.9,1503070.0,61.0,TONS ,91896000.0
1993,181999,HAY ALFALFA,25,Imperial,176119.0,8.14,1433785.0,91.0,TONS ,131101000.0
1994,181999,HAY ALFALFA,25,Imperial,191268.0,7.91,1513848.0,109.0,TONS ,165352000.0
1995,181999,HAY ALFALFA,25,Imperial,182401.0,7.88,1437994.0,88.0,TONS ,126517000.0
1996,181999,HAY ALFALFA,25,Imperial,161116.0,7.56,1218614.0,102.0,TONS ,124101000.0
1997,181999,HAY ALFALFA,25,Imperial,168322.0,7.52,1265820.0,118.0,TONS ,149037000.0
1998,181999,HAY ALFALFA,25,Imperial,178517.0,7.65,1365655.0,94.0,TONS ,127880000.0
1999,181999,HAY ALFALFA,25,Imperial,172771.0,8.04,1389079.0,85.0,TON ,118613000.0
2000,181999,HAY ALFALFA,25,Imperial,182451.0,8.1,1477853.0,82.0,TON ,121524000.0
2001,181999,HAY ALFALFA,25,Imperial,184126.0,8.11,1493262.0,97.0,TONS ,144846000.0
2002,181999,HAY ALFALFA,25,Imperial,186641.0,7.7,1437136.0,95.0,TON ,137074000.0
2003,181999,HAY ALFALFA,25,Imperial,159482.0,7.33,1169003.0,83.03,TON ,97062000.0
2004,181999,HAY ALFALFA,25,Imperial,138717.0,7.42,1029280.0,96.3,TONS ,99120000.0
2005,181999,HAY ALFALFA,25,Imperial,139562.0,6.7,935065.0,119.47,TONS ,111712000.0
2006,181999,HAY ALFALFA,25,Imperial,146250.0,6.82,997425.0,117.06,TONS ,116759000.0
2007,181999,HAY ALFALFA,25,Imperial,115953.0,6.7,776885.0,146.55,TONS ,113853000.0
2008,181999,HAY ALFALFA,25,Imperial,119243.0,6.48,772695.0,193.02,TONS ,149146000.0
2009,181999,HAY ALFALFA,25,Imperial,112912.0,7.02,792642.0,107.67,TONS ,85344000.0
2010,181999,HAY ALFALFA,25,Imperial,137000.0,7.94,1088000.0,118.77,TONS ,129227000.0
2011,181999,HAY ALFALFA,25,Imperial,118000.0,7.31,863000.0,220.82,TONS ,190568000.0
2012,181999,HAY ALFALFA,25,Imperial,133000.0,7.44,990000.0,216.77,TONS ,214601000.0
2013,181999,HAY ALFALFA,25,Imperial,111000.0,7.77,862000.0,202.83,tons,174840000.0
2014,181999,HAY ALFALFA,25,Imperial,122000.0,8.16,995000.0,220.87,Tons,219766000.0
2015,181999,HAY ALFALFA,25,Imperial,141000.0,7.52,1061000.0,158.87,Tons,168561000.0
2016,181999,HAY ALFALFA,25,Imperial,155000.0,7.19,1114000.0,133.68,Tons,148915000.0
2017,181999,HAY ALFALFA,25,Imperial,152000.0,6.05,919000.0,162.0,Tons ,148879000.0
2018,181999,HAY ALFALFA,25,Imperial,155000.0,7.55,1170000.0,186.71,Tons ,218455000.0
2019,181999,HAY ALFALFA,25,Imperial,151000.0,7.89,1192000.0,182.42,Tons ,217446000.0
2020,181999,HAY ALFALFA,25,Imperial,144000.0,7.88,1135000.0,176.6,Tons ,200441000.0
1980,181999,HAY ALFALFA,27,Inyo,3484.0,6.5,22646.0,92.0,TONS ,2083432.0
1981,181999,HAY ALFALFA,27,Inyo,3750.0,6.25,23438.0,80.0,TONS ,1875040.0
1982,181999,HAY ALFALFA,27,Inyo,4160.0,5.76,23961.0,86.0,TONS ,2060732.0
1983,181999,HAY ALFALFA,27,Inyo,4175.0,6.25,26094.0,98.0,TONS ,2557212.0
1984,181999,HAY ALFALFA,27,Inyo,4760.0,6.0,28560.0,86.0,TONS ,2456160.0
1985,181999,HAY ALFALFA,27,Inyo,4430.0,6.0,26580.0,86.0,TONS ,2285880.0
1986,181999,HAY ALFALFA,27,Inyo,4500.0,6.0,27000.0,78.0,TON ,2106000.0
1987,181999,HAY ALFALFA,27,Inyo,4400.0,6.0,26400.0,87.0,TONS ,2296800.0
1988,181999,HAY ALFALFA,27,Inyo,4400.0,6.25,27500.0,97.0,TON ,2667500.0
1989,181999,HAY ALFALFA,27,Inyo,4240.0,6.0,25440.0,109.0,TONS ,2772960.0
1990,181999,HAY ALFALFA,27,Inyo,4110.0,6.0,24660.0,103.0,TONS ,2539980.0
1991,181999,HAY ALFALFA,27,Inyo,4050.0,4.5,18225.0,88.0,TONS ,1603800.0
1992,181999,HAY ALFALFA,27,Inyo,4200.0,5.25,22050.0,86.0,TONS ,1896300.0
1993,181999,HAY ALFALFA,27,Inyo,3600.0,6.0,21600.0,97.0,TONS ,2095200.0
1994,181999,HAY ALFALFA,27,Inyo,3100.0,5.75,17825.0,108.0,TONS ,1925100.0
1995,181999,HAY ALFALFA,27,Inyo,3200.0,6.0,19200.0,112.0,TONS ,2150400.0
1996,181999,HAY ALFALFA,27,Inyo,3480.0,6.0,20880.0,110.0,TONS ,2296800.0
1997,181999,HAY ALFALFA,27,Inyo,3500.0,6.25,21875.0,115.0,TONS ,2515600.0
1998,181999,HAY ALFALFA,27,Inyo,4000.0,6.0,24000.0,103.0,TONS ,2472000.0
1999,181999,HAY ALFALFA,27,Inyo,3900.0,6.26,24400.0,89.0,TON ,2171600.0
2000,181999,HAY ALFALFA,27,Inyo,3500.0,5.5,19250.0,98.0,TON ,1886500.0
2001,181999,HAY ALFALFA,27,Inyo,3600.0,6.0,21600.0,100.0,TONS ,2160000.0
2002,181999,HAY ALFALFA,27,Inyo,3350.0,5.5,18425.0,100.0,TON ,1842500.0
2003,181999,HAY ALFALFA,27,Inyo,3500.0,5.75,20125.0,95.0,TON ,1911900.0
2004,181999,HAY ALFALFA,27,Inyo,3500.0,5.75,20125.0,95.0,TON ,1911900.0
2005,181999,HAY ALFALFA,27,Inyo,3300.0,5.5,18150.0,130.0,TONS ,2359500.0
2006,181999,HAY ALFALFA,27,Inyo,3000.0,6.0,18000.0,132.0,TONS ,2376000.0
2007,181999,HAY ALFALFA,27,Inyo,3100.0,6.0,18600.0,165.0,TON ,3069000.0
2008,181999,HAY ALFALFA,27,Inyo,3000.0,6.0,18000.0,215.0,TONS ,3870000.0
2009,181999,HAY ALFALFA,27,Inyo,3200.0,6.5,20800.0,125.0,Tons ,2600000.0
2010,181999,HAY ALFALFA,27,Inyo,3200.0,6.5,20800.0,135.0,Tons ,2808000.0
2011,181999,HAY ALFALFA,27,Inyo,3280.0,6.49,21300.0,225.21,Tons ,4797000.0
2012,181999,HAY ALFALFA,27,Inyo,3260.0,6.5,21200.0,234.91,Tons ,4980000.0
2013,181999,HAY ALFALFA,27,Inyo,3100.0,6.84,21200.0,228.11,tons,4836000.0
2014,181999,HAY ALFALFA,27,Inyo,2420.0,6.49,15700.0,269.87,Tons,4237000.0
2015,181999,HAY ALFALFA,27,Inyo,,,15500.0,200.0,Tons,3100000.0
2016,181999,HAY ALFALFA,27,Inyo,,,15100.0,180.0,Tons,2718000.0
2017,181999,HAY ALFALFA,27,Inyo,,,15200.0,189.8,Tons ,2885000.0
2018,181999,HAY ALFALFA,27,Inyo,,,16200.0,205.99,Tons ,3337000.0
2019,181999,HAY ALFALFA,27,Inyo,,,16400.0,201.46,Tons ,3304000.0
2020,181999,HAY ALFALFA,27,Inyo,,,15600.0,200.38,Tons ,3126000.0
1980,181999,HAY ALFALFA,29,Kern,82000.0,7.72,633000.0,92.0,TONS ,58422000.0
1981,181999,HAY ALFALFA,29,Kern,84000.0,7.62,640000.0,75.0,TONS ,47813000.0
1982,181999,HAY ALFALFA,29,Kern,74000.0,7.77,575000.0,81.0,TONS ,46350000.0
1983,181999,HAY ALFALFA,29,Kern,74000.0,7.72,571000.0,93.0,TONS ,53209000.0
1984,181999,HAY ALFALFA,29,Kern,83000.0,7.96,661000.0,84.0,TONS ,55563000.0
1985,181999,HAY ALFALFA,29,Kern,82000.0,7.93,650000.0,85.0,TONS ,55058000.0
1986,181999,HAY ALFALFA,29,Kern,89000.0,8.2,729800.0,83.0,TON ,60573000.0
1987,181999,HAY ALFALFA,29,Kern,101363.0,7.66,776400.0,81.0,TONS ,62504000.0
1988,181999,HAY ALFALFA,29,Kern,86073.0,8.66,745000.0,91.0,TON ,67944000.0
1989,181999,HAY ALFALFA,29,Kern,93542.0,8.5,795000.0,98.0,TONS ,77910000.0
1990,181999,HAY ALFALFA,29,Kern,108891.0,8.04,875000.0,99.0,TONS ,86848000.0
1991,181999,HAY ALFALFA,29,Kern,109033.0,8.18,892000.0,74.0,TONS ,66321000.0
1992,181999,HAY ALFALFA,29,Kern,87784.0,7.72,678000.0,76.0,TONS ,51369000.0
1993,181999,HAY ALFALFA,29,Kern,78568.0,7.69,604000.0,101.0,TONS ,60963000.0
1994,181999,HAY ALFALFA,29,Kern,82092.0,9.04,742000.0,108.0,TONS ,79851000.0
1995,181999,HAY ALFALFA,29,Kern,86475.0,7.69,665000.0,98.0,TONS ,65302000.0
1996,181999,HAY ALFALFA,29,Kern,81000.0,8.12,658000.0,105.0,TONS ,69389000.0
1997,181999,HAY ALFALFA,29,Kern,95000.0,7.08,673000.0,123.0,TONS ,82528000.0
1998,181999,HAY ALFALFA,29,Kern,120000.0,6.98,838000.0,96.0,TONS ,80392000.0
1999,181999,HAY ALFALFA,29,Kern,128000.0,8.09,1035000.0,80.0,TON ,82396000.0
2000,181999,HAY ALFALFA,29,Kern,129000.0,7.67,989000.0,92.0,TON ,91209000.0
2001,181999,HAY ALFALFA,29,Kern,132000.0,8.02,1058000.0,108.0,TONS ,114622000.0
2002,181999,HAY ALFALFA,29,Kern,148000.0,8.04,1190000.0,94.0,TON ,112180000.0
2003,181999,HAY ALFALFA,29,Kern,150000.0,8.62,1293000.0,89.48,TON ,115698000.0
2004,181999,HAY ALFALFA,29,Kern,150000.0,9.13,1369000.0,120.73,TON ,165273000.0
2005,181999,HAY ALFALFA,29,Kern,155000.0,7.86,1218000.0,131.41,TONS ,160059000.0
2006,181999,HAY ALFALFA,29,Kern,160000.0,8.2,1312000.0,114.86,TONS ,150692000.0
2007,181999,HAY ALFALFA,29,Kern,165000.0,8.08,1334000.0,168.96,TONS ,225386000.0
2008,181999,HAY ALFALFA,29,Kern,155000.0,8.65,1341000.0,211.09,TON ,283074000.0
2009,181999,HAY ALFALFA,29,Kern,145000.0,7.34,1065000.0,99.67,Tons ,106144000.0
2010,181999,HAY ALFALFA,29,Kern,120000.0,7.62,914000.0,115.06,Tons ,105162000.0
2011,181999,HAY ALFALFA,29,Kern,125000.0,8.18,1022000.0,241.29,Tons ,246601000.0
2012,181999,HAY ALFALFA,29,Kern,128000.0,8.05,1031000.0,207.05,Tons ,213466000.0
2013,181999,HAY ALFALFA,29,Kern,116000.0,9.03,1048000.0,207.98,tons,217964000.0
2014,181999,HAY ALFALFA,29,Kern,109000.0,8.46,922000.0,247.26,Tons,227973000.0
2015,181999,HAY ALFALFA,29,Kern,101000.0,7.16,723000.0,184.9,Tons,133685000.0
2016,181999,HAY ALFALFA,29,Kern,84200.0,7.14,601000.0,152.96,Tons,91931000.0
2017,181999,HAY ALFALFA,29,Kern,72900.0,7.93,578000.0,175.09,Tons ,101200000.0
2018,181999,HAY ALFALFA,29,Kern,67400.0,8.4,566000.0,203.16,Tons ,114991000.0
2019,181999,HAY ALFALFA,29,Kern,64100.0,10.7,686000.0,205.13,Tons ,140721000.0
2020,181999,HAY ALFALFA,29,Kern,56300.0,8.56,482000.0,188.86,Tons ,91032000.0
1980,181999,HAY ALFALFA,31,Kings,44440.0,6.34,281750.0,89.0,TONS ,25075750.0
1981,181999,HAY ALFALFA,31,Kings,46300.0,6.22,287986.0,72.0,TONS ,20734992.0
1982,181999,HAY ALFALFA,31,Kings,38097.0,7.88,300204.0,84.0,TONS ,25217135.0
1983,181999,HAY ALFALFA,31,Kings,22150.0,6.05,134007.0,98.0,TONS ,13196000.0
1984,181999,HAY ALFALFA,31,Kings,26006.0,7.96,207007.0,80.0,TONS ,16561000.0
1985,181999,HAY ALFALFA,31,Kings,25461.0,8.53,217182.0,74.0,TONS ,16071000.0
1986,181999,HAY ALFALFA,31,Kings,27033.0,6.78,183198.0,75.0,TON ,13740000.0
1987,181999,HAY ALFALFA,31,Kings,30161.0,6.2,186998.0,79.0,TONS ,14773000.0
1988,181999,HAY ALFALFA,31,Kings,26749.0,7.35,196605.0,89.0,TON ,17498000.0
1989,181999,HAY ALFALFA,31,Kings,31144.0,8.95,278739.0,102.0,TONS ,28431000.0
